,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
135,dhmix_114464856611254095,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7398,,OCc1ccccc1,Solvent,0.2602,,1.0539,0.0113,10.1021/je050085p
136,dhmix_1342325728364187329,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2401,,OCc1ccccc1,Solvent,0.7599,,0.6199,0.0067,10.1021/je050085p
137,dhmix_1596550872819493971,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.4866,,OCc1ccccc1,Solvent,0.5134000000000001,,0.9688,0.0104,10.1021/je050085p
138,dhmix_129373600931207498,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.702,,O,Solvent,0.298,,-3.393,0.036,10.1016/j.jct.2015.04.030
139,dhmix_313570094367316478,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.2416,,O,Solvent,0.7584,,-6.523,0.0695,10.1016/j.jct.2015.04.030
140,dhmix_1565087976771168604,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.501,,O,Solvent,0.499,,-5.417,0.0575,10.1016/j.jct.2015.04.030
141,dhmix_135176730945124637,298.15,101.0,Liquid,2,CCCCNCCCC,Solvent,0.7518,,CN(C)C=O,Solvent,0.2482,,0.782,0.025,10.1016/j.fluid.2019.112283
142,dhmix_1537913365058000269,298.15,101.0,Liquid,2,CCCCNCCCC,Solvent,0.2493999999999999,,CN(C)C=O,Solvent,0.7506,,0.921,0.029,10.1016/j.fluid.2019.112283
143,dhmix_1965420976556284821,298.15,101.0,Liquid,2,CCCCNCCCC,Solvent,0.5018,,CN(C)C=O,Solvent,0.4982,,1.113,0.0335,10.1016/j.fluid.2019.112283
144,dhmix_693792312882226719,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.498,,ClCCCl,Solvent,0.502,,-0.663,0.0035,10.1016/j.jct.2007.06.017
145,dhmix_1364024895663592301,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.299,,ClCCCl,Solvent,0.7010000000000001,,-0.575,0.0035,10.1016/j.jct.2007.06.017
146,dhmix_1965344541223753593,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.702,,ClCCCl,Solvent,0.298,,-0.531,0.003,10.1016/j.jct.2007.06.017
147,dhmix_958757583081250655,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.703,,ClCCCCCl,Solvent,0.297,,-0.583,0.0035,10.1016/j.jct.2008.01.024
148,dhmix_1448185356234442909,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.21,,ClCCCCCl,Solvent,0.79,,-0.406,0.003,10.1016/j.jct.2008.01.024
149,dhmix_1623586299486793214,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.505,,ClCCCCCl,Solvent,0.495,,-0.678,0.0035,10.1016/j.jct.2008.01.024
150,dhmix_638869206909151198,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.7658,,OCc1ccccc1,Solvent,0.2341999999999999,,-0.3712,0.0073,10.1021/je0342062
151,dhmix_884415658126351430,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.2665,,OCc1ccccc1,Solvent,0.7335,,-0.4216,0.0081,10.1021/je0342062
152,dhmix_925385148369690502,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.5216,,OCc1ccccc1,Solvent,0.4784,,-0.4574,0.00865,10.1021/je0342062
153,dhmix_549211977118470640,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.2938,,CCCCBr,Solvent,0.7061999999999999,,1.248,0.0135,10.1021/je020110g
154,dhmix_1400807466047438160,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.499,,CCCCBr,Solvent,0.501,,1.207,0.013,10.1021/je020110g
155,dhmix_1959880980464917582,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.7021,,CCCCBr,Solvent,0.2979,,0.891,0.0095,10.1021/je020110g
156,dhmix_155924436295918663,298.15,101.0,Liquid,2,O,Solvent,0.4987,,OCCCO,Solvent,0.5013,,-0.992,0.0125,10.1016/j.jct.2005.06.018
157,dhmix_2191722776959064631,298.15,101.0,Liquid,2,O,Solvent,0.257,,OCCCO,Solvent,0.743,,-0.633,0.008,10.1016/j.jct.2005.06.018
158,dhmix_2210594516320705991,298.15,101.0,Liquid,2,O,Solvent,0.7913,,OCCCO,Solvent,0.2087,,-0.924,0.012,10.1016/j.jct.2005.06.018
159,dhmix_156929898609376763,303.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.8001,,O,Solvent,0.1998999999999999,,-1.26,0.0135,10.1016/j.jct.2015.04.030
160,dhmix_786210276753247951,303.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.1998,,O,Solvent,0.8002,,-2.514,0.027,10.1016/j.jct.2015.04.030
161,dhmix_1330584538745399524,303.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.5019,,O,Solvent,0.4981,,-2.706,0.029,10.1016/j.jct.2015.04.030
162,dhmix_157983773008192768,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7432000000000001,,CCCCOC(=O)CCC,Solvent,0.2568,,0.032,0.0005,10.1016/j.jct.2009.05.006
163,dhmix_1090642624443832057,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2411999999999999,,CCCCOC(=O)CCC,Solvent,0.7588,,-0.094,0.001,10.1016/j.jct.2009.05.006
164,dhmix_1649688325270115073,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.4667,,CCCCOC(=O)CCC,Solvent,0.5333,,-0.091,0.001,10.1016/j.jct.2009.05.006
165,dhmix_158101159957898775,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.49,,CN1CCCC1=O,Solvent,0.51,,0.152,0.002,10.1016/j.jct.2008.01.024
166,dhmix_586880142396707079,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.294,,CN1CCCC1=O,Solvent,0.706,,0.145,0.002,10.1016/j.jct.2008.01.024
167,dhmix_1769887717174104485,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.787,,CN1CCCC1=O,Solvent,0.213,,0.081,0.002,10.1016/j.jct.2008.01.024
168,dhmix_1485547099225054006,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.7777,,c1ccccc1,Solvent,0.2223,,-0.0036,0.0004,10.1021/je7002447
169,dhmix_1808283008183194060,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.2258,,c1ccccc1,Solvent,0.7742,,-0.0046,0.0004,10.1021/je7002447
170,dhmix_2008892820486470381,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.4666,,c1ccccc1,Solvent,0.5334,,-0.0057,0.0004,10.1021/je7002447
171,dhmix_166527628917371560,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.5006999999999999,,CCCNCCC,Solvent,0.4993,,0.162,0.002,10.1016/j.fluid.2013.01.011
172,dhmix_181797488552739205,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2131999999999999,,CCCNCCC,Solvent,0.7868,,0.137,0.0015,10.1016/j.fluid.2013.01.011
173,dhmix_1180133264815330249,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.788,,CCCNCCC,Solvent,0.212,,0.088,0.001,10.1016/j.fluid.2013.01.011
174,dhmix_897092526028522426,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7537,,CCOC(=O)CC,Solvent,0.2463,,0.0052,0.0008,10.1016/j.jct.2005.07.009
175,dhmix_1078383344298013541,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0840999999999999,,CCOC(=O)CC,Solvent,0.9159,,-0.0683,0.0014,10.1016/j.jct.2005.07.009
176,dhmix_1103515663691342839,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.514,,CCOC(=O)CC,Solvent,0.486,,-0.1259,0.00205,10.1016/j.jct.2005.07.009
177,dhmix_1209838039340638454,313.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.7297,,c1ccccc1,Solvent,0.2703,,0.3037,0.00335,10.1021/je060026r
178,dhmix_1416395432810708431,313.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.2665,,c1ccccc1,Solvent,0.7335,,0.6895,0.00745,10.1021/je060026r
179,dhmix_1775479338186698605,313.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.503,,c1ccccc1,Solvent,0.497,,0.5563,0.00605,10.1021/je060026r
180,dhmix_796570713446660029,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.7453,,CO,Solvent,0.2547,,1.184,0.013,10.1021/je9003806
181,dhmix_1053189657313504079,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.4993,,CO,Solvent,0.5006999999999999,,1.426,0.0155,10.1021/je9003806
182,dhmix_1394433819711651760,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.2515,,CO,Solvent,0.7484999999999999,,1.083,0.0115,10.1021/je9003806
183,dhmix_176700813960387714,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.211,,ClCCCCCl,Solvent,0.789,,-0.188,0.0025,10.1016/j.jct.2007.06.017
184,dhmix_422276068008732896,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.506,,ClCCCCCl,Solvent,0.494,,-0.314,0.0025,10.1016/j.jct.2007.06.017
185,dhmix_591740475541975327,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.705,,ClCCCCCl,Solvent,0.295,,-0.281,0.0025,10.1016/j.jct.2007.06.017
186,dhmix_1624213860575299641,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4928,,C1COCCO1,Solvent,0.5072,,1.588,0.008,10.1016/j.fluid.2006.03.020
187,dhmix_1900199136965747019,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2393999999999999,,C1COCCO1,Solvent,0.7606,,1.124,0.007,10.1016/j.fluid.2006.03.020
188,dhmix_2022274493214392184,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7442,,C1COCCO1,Solvent,0.2558,,1.262,0.007,10.1016/j.fluid.2006.03.020
189,dhmix_182795551078530810,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.4911999999999999,,Cc1ccccc1Cl,Solvent,0.5088,,0.356,0.002,10.1021/je400722h
190,dhmix_1949119093643648586,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.2461999999999999,,Cc1ccccc1Cl,Solvent,0.7538,,0.206,0.001,10.1021/je400722h
191,dhmix_2190589845176325501,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.8357,,Cc1ccccc1Cl,Solvent,0.1643,,0.244,0.0015,10.1021/je400722h
192,dhmix_438833720470542962,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7385,,ClCCCl,Solvent,0.2614999999999999,,-0.205,0.0025,10.1016/j.jct.2008.10.007
193,dhmix_1971772628311560569,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5035,,ClCCCl,Solvent,0.4965,,-0.254,0.003,10.1016/j.jct.2008.10.007
194,dhmix_2087301877194561078,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2733,,ClCCCl,Solvent,0.7267,,-0.154,0.002,10.1016/j.jct.2008.10.007
195,dhmix_935690434592096067,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.4607,,CCO,Solvent,0.5393,,-0.95,0.00405,10.1021/je101031j
196,dhmix_1167190373485301023,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.7306,,CCO,Solvent,0.2694,,-0.7709,0.00335,10.1021/je101031j
197,dhmix_1275914601266938667,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.2807,,CCO,Solvent,0.7193,,-0.7056,0.0031,10.1021/je101031j
198,dhmix_204758826312645465,298.15,101.0,Liquid,2,O,Solvent,0.5014000000000001,,OCCCCO,Solvent,0.4986,,-0.882,0.011,10.1016/j.jct.2005.06.018
199,dhmix_1424462945700338266,298.15,101.0,Liquid,2,O,Solvent,0.2053,,OCCCCO,Solvent,0.7947,,-0.513,0.007,10.1016/j.jct.2005.06.018
200,dhmix_2166372532060643622,298.15,101.0,Liquid,2,O,Solvent,0.7342,,OCCCCO,Solvent,0.2658,,-0.896,0.0115,10.1016/j.jct.2005.06.018
201,dhmix_199788824133179829,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.4973,,Cc1ccccc1,Solvent,0.5026999999999999,,0.497,0.0055,10.1016/j.jct.2012.07.006
202,dhmix_1213795502778853356,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.2952,,Cc1ccccc1,Solvent,0.7048,,0.459,0.005,10.1016/j.jct.2012.07.006
203,dhmix_1321810550349826496,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.7892,,Cc1ccccc1,Solvent,0.2108,,0.287,0.003,10.1016/j.jct.2012.07.006
204,dhmix_217315956534335620,298.15,101.0,Liquid,2,CC#N,Solvent,0.7715,,c1ccccc1,Solvent,0.2285,,0.3988,0.00815,10.1021/je100489z
205,dhmix_730497723685339496,298.15,101.0,Liquid,2,CC#N,Solvent,0.2196,,c1ccccc1,Solvent,0.7804,,0.2399,0.00495,10.1021/je100489z
206,dhmix_1038591828122641798,298.15,101.0,Liquid,2,CC#N,Solvent,0.5295,,c1ccccc1,Solvent,0.4705,,0.4415,0.00905,10.1021/je100489z
207,dhmix_371477530823830451,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7617,,CCO,Solvent,0.2383,,0.634022,0.006851,10.1021/je7005743
208,dhmix_1127868571780691876,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5158,,CCO,Solvent,0.4842,,0.638973,0.006903,10.1021/je7005743
209,dhmix_1870637719976274804,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.0815,,CCO,Solvent,0.9185,,0.197762,0.0022405,10.1021/je7005743
210,dhmix_801664072836508009,298.43,101.0,Liquid,2,CCC#N,Solvent,0.3017999999999999,,CCOC(C)(C)C,Solvent,0.6982,,0.4557,0.0062,10.1021/je301238f
211,dhmix_1220778152018571786,298.43,101.0,Liquid,2,CCC#N,Solvent,0.5014000000000001,,CCOC(C)(C)C,Solvent,0.4986,,0.5053,0.00685,10.1021/je301238f
212,dhmix_1838699488178562925,298.43,101.0,Liquid,2,CCC#N,Solvent,0.7014,,CCOC(C)(C)C,Solvent,0.2986,,0.4078,0.0056,10.1021/je301238f
213,dhmix_901910638840590393,298.15,101.0,Liquid,2,CCCC#N,Solvent,0.5037,,c1ccccc1,Solvent,0.4962999999999999,,-0.0659,0.00145,10.1021/je100489z
214,dhmix_1123099162248680479,298.15,101.0,Liquid,2,CCCC#N,Solvent,0.7528,,c1ccccc1,Solvent,0.2471999999999999,,-0.0312,0.0008,10.1021/je100489z
215,dhmix_1318990508180847616,298.15,101.0,Liquid,2,CCCC#N,Solvent,0.2528,,c1ccccc1,Solvent,0.7472,,-0.0571,0.00125,10.1021/je100489z
216,dhmix_207411229673186667,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.7747,,CC(C)OC(C)C,Solvent,0.2252999999999999,,0.0035,0.0004,10.1016/j.fluid.2011.06.001
217,dhmix_263164663491745943,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.5512,,CC(C)OC(C)C,Solvent,0.4488,,0.0071,0.0004,10.1016/j.fluid.2011.06.001
218,dhmix_2101531043492089277,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.2192,,CC(C)OC(C)C,Solvent,0.7807999999999999,,0.007,0.0004,10.1016/j.fluid.2011.06.001
219,dhmix_503329310014436107,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,0.37402,0.001955,10.1021/je034223r
220,dhmix_1519451899562488304,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,0.2754,0.00155,10.1021/je034223r
221,dhmix_1874814461447958752,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,0.43148,0.00217,10.1021/je034223r
222,dhmix_219236717194413479,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7625,,OCCCc1ccccc1,Solvent,0.2375,,1.1164,0.01195,10.1021/je050085p
223,dhmix_1297428070131435744,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.5169,,OCCCc1ccccc1,Solvent,0.4831,,0.989,0.0106,10.1021/je050085p
224,dhmix_2058966624473104004,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.2629,,OCCCc1ccccc1,Solvent,0.7371,,0.7,0.00755,10.1021/je050085p
225,dhmix_224977805525763267,298.15,101.0,Liquid,2,O,Solvent,0.4807,,OCCO,Solvent,0.5193,,-0.64,0.0035,10.1016/j.tca.2009.06.004
226,dhmix_454389511592218960,298.15,101.0,Liquid,2,O,Solvent,0.2091,,OCCO,Solvent,0.7908999999999999,,-0.347,0.0025,10.1016/j.tca.2009.06.004
227,dhmix_997365299263661959,298.15,101.0,Liquid,2,O,Solvent,0.7949,,OCCO,Solvent,0.2050999999999999,,-0.681,0.004,10.1016/j.tca.2009.06.004
228,dhmix_230261418136264651,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7007,,CCOC(C)=O,Solvent,0.2993,,0.0594,0.001,10.1021/je400036b
229,dhmix_287092636460772443,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.5018,,CCOC(C)=O,Solvent,0.4982,,0.076,0.0012,10.1021/je400036b
230,dhmix_1951544232160779982,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.2012,,CCOC(C)=O,Solvent,0.7988,,0.0524,0.0009,10.1021/je400036b
231,dhmix_569544738684419327,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,,O,Solvent,0.4635,,-2.575,0.0525,10.1016/j.jct.2007.03.010
232,dhmix_1669606825693628140,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2052,,O,Solvent,0.7948,,-2.587,0.0525,10.1016/j.jct.2007.03.010
233,dhmix_1723343163215510297,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7996,,O,Solvent,0.2004,,-1.247,0.0255,10.1016/j.jct.2007.03.010
234,dhmix_465541682585001245,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2004,,CCCCOCCCC,Solvent,0.7996,,0.07397,0.00099,10.1016/j.fluid.2009.11.010
235,dhmix_1505777056782392294,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4004,,CCCCOCCCC,Solvent,0.5996,,0.11538,0.001385,10.1016/j.fluid.2009.11.010
236,dhmix_1595104467389948583,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7005,,CCCCOCCCC,Solvent,0.2995,,0.10948,0.00133,10.1016/j.fluid.2009.11.010
237,dhmix_1595997756227951615,298.15,101.0,Liquid,2,CC#N,Solvent,0.2355,,CCCCCO,Solvent,0.7645,,1.451,0.006,10.1016/j.tca.2006.08.007
238,dhmix_1745037615762894827,298.15,101.0,Liquid,2,CC#N,Solvent,0.5166999999999999,,CCCCCO,Solvent,0.4833,,2.017,0.008,10.1016/j.tca.2006.08.007
239,dhmix_2294048253872291609,298.15,101.0,Liquid,2,CC#N,Solvent,0.7711,,CCCCCO,Solvent,0.2289,,1.656,0.007,10.1016/j.tca.2006.08.007
240,dhmix_951401191616771155,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,CCCC(C)=O,Solvent,0.25,,0.23761,0.00135,10.1021/je034037l
241,dhmix_2166059870593139530,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,CCCC(C)=O,Solvent,0.5,,0.26523,0.001455,10.1021/je034037l
242,dhmix_2196150660196365471,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,CCCC(C)=O,Solvent,0.75,,0.1704,0.001085,10.1021/je034037l
243,dhmix_243334109655928306,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7832,,c1ccccc1,Solvent,0.2168,,-0.1399,0.00165,10.1016/j.jct.2010.07.016
244,dhmix_604341867718608333,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2425,,c1ccccc1,Solvent,0.7575000000000001,,-0.1608,0.00185,10.1016/j.jct.2010.07.016
245,dhmix_1407142629314355761,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4982,,c1ccccc1,Solvent,0.5018,,-0.2365,0.00265,10.1016/j.jct.2010.07.016
246,dhmix_266800455813556356,298.15,101.0,Liquid,2,CO,Solvent,0.7272000000000001,,OCc1ccccc1,Solvent,0.2728,,-0.0792,0.001,10.1021/je100095p
247,dhmix_949671607207910651,298.15,101.0,Liquid,2,CO,Solvent,0.5005,,OCc1ccccc1,Solvent,0.4995,,-0.1408,0.00165,10.1021/je100095p
248,dhmix_1388744759732522219,298.15,101.0,Liquid,2,CO,Solvent,0.2002,,OCc1ccccc1,Solvent,0.7998,,-0.1081,0.0013,10.1021/je100095p
249,dhmix_390107187187002597,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5319,,Cc1ccccc1,Solvent,0.4680999999999999,,-0.2225,0.0025,10.1016/j.jct.2010.07.016
250,dhmix_1070320975529400325,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2806,,Cc1ccccc1,Solvent,0.7194,,-0.1687,0.00195,10.1016/j.jct.2010.07.016
251,dhmix_1508130989501940613,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7413,,Cc1ccccc1,Solvent,0.2587,,-0.1629,0.0019,10.1016/j.jct.2010.07.016
252,dhmix_271732469428717581,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2374,,OCCCc1ccccc1,Solvent,0.7626,,0.6076,0.0066,10.1021/je050085p
253,dhmix_1174392275991455181,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5547,,OCCCc1ccccc1,Solvent,0.4453,,1.0293,0.01105,10.1021/je050085p
254,dhmix_1179341622676685107,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7136,,OCCCc1ccccc1,Solvent,0.2864,,1.1088,0.0119,10.1021/je050085p
255,dhmix_754807126845437364,308.15,101.3,Liquid,2,CCCCOC(C)=O,Solvent,0.4958,,c1ccccc1,Solvent,0.5042,,-0.0245,0.001,10.1016/j.fluid.2005.06.011
256,dhmix_1349932525480083284,308.15,101.3,Liquid,2,CCCCOC(C)=O,Solvent,0.2523,,c1ccccc1,Solvent,0.7477,,-0.014,0.0009,10.1016/j.fluid.2005.06.011
257,dhmix_1597992980658352112,308.15,101.3,Liquid,2,CCCCOC(C)=O,Solvent,0.7714,,c1ccccc1,Solvent,0.2286,,-0.0245,0.001,10.1016/j.fluid.2005.06.011
258,dhmix_818597523255588519,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7533,,Cc1ccccc1Cl,Solvent,0.2467,,-0.154,0.001,10.1021/je400722h
259,dhmix_849121557716978550,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5175000000000001,,Cc1ccccc1Cl,Solvent,0.4825,,-0.22,0.0015,10.1021/je400722h
260,dhmix_997266220336132741,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2632,,Cc1ccccc1Cl,Solvent,0.7368,,-0.175,0.001,10.1021/je400722h
261,dhmix_278334692660393021,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2058999999999999,,CNc1ccccc1,Solvent,0.7941,,1.126,0.012,10.1016/j.jct.2012.07.006
262,dhmix_898293423987680187,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5017,,CNc1ccccc1,Solvent,0.4983,,1.676,0.018,10.1016/j.jct.2012.07.006
263,dhmix_1680546488782143957,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7032,,CNc1ccccc1,Solvent,0.2968,,1.539,0.0165,10.1016/j.jct.2012.07.006
264,dhmix_493117160214491795,298.15,101.0,Liquid,2,CCCCN,Solvent,0.2440999999999999,,CN(C)C=O,Solvent,0.7559,,0.245,0.008,10.1016/j.fluid.2019.112283
265,dhmix_789225002934078019,298.15,101.0,Liquid,2,CCCCN,Solvent,0.7502,,CN(C)C=O,Solvent,0.2498,,0.32,0.01,10.1016/j.fluid.2019.112283
266,dhmix_941321571782058819,298.15,101.0,Liquid,2,CCCCN,Solvent,0.4992,,CN(C)C=O,Solvent,0.5008,,0.384,0.0115,10.1016/j.fluid.2019.112283
267,dhmix_453866769634566853,298.15,101.3,Liquid,2,CN1CCCC1=O,Solvent,0.2531,,ClCCCl,Solvent,0.7469,,-0.8118,0.01525,10.1021/je020065c
268,dhmix_536206650470008584,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5,,ClCCCl,Solvent,0.5,,-1.264,0.0055,10.1016/j.jct.2008.01.024
269,dhmix_1620571823529677157,298.15,101.3,Liquid,2,CN1CCCC1=O,Solvent,0.7367,,ClCCCl,Solvent,0.2633,,-0.8587,0.01605,10.1021/je020065c
270,dhmix_444785917463403590,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.703,,CCCCCCCCCl,Solvent,0.297,,0.751,0.004,10.1016/j.jct.2007.01.017
271,dhmix_705168937124106402,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.215,,CCCCCCCCCl,Solvent,0.785,,0.519,0.0035,10.1016/j.jct.2007.01.017
272,dhmix_1732161251827083272,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.508,,CCCCCCCCCl,Solvent,0.492,,0.829,0.004,10.1016/j.jct.2007.01.017
273,dhmix_545996968666061076,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7209,,COC(C)=O,Solvent,0.2791,,0.2594,0.0028,10.1016/j.jct.2006.05.004
274,dhmix_1222511035002547253,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4855,,COC(C)=O,Solvent,0.5145,,0.2577,0.00275,10.1016/j.jct.2006.05.004
275,dhmix_1418101673429653456,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2508,,COC(C)=O,Solvent,0.7492,,0.1202,0.0017,10.1016/j.jct.2006.05.004
276,dhmix_355399496844187096,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.5453,,CC(C)OC(C)C,Solvent,0.4547,,-0.0957,0.0012,10.1016/j.fluid.2011.06.001
277,dhmix_1411881046585885461,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.0907,,CC(C)OC(C)C,Solvent,0.9093,,-0.0302,0.00055,10.1016/j.fluid.2011.06.001
278,dhmix_2302865667781063708,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.727,,CC(C)OC(C)C,Solvent,0.273,,-0.0791,0.001,10.1016/j.fluid.2011.06.001
279,dhmix_600625644134907580,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,0.4509,0.002255,10.1021/je034037l
280,dhmix_2028813035406256788,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,0.4064,0.00209,10.1021/je034037l
281,dhmix_2222211577832383320,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,0.2911,0.00164,10.1021/je034037l
282,dhmix_325212618372456630,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5,,c1ccccc1,Solvent,0.5,,0.9235,0.0051,10.1016/j.tca.2013.01.028
